query_id,query,model,score,cost,prompt_tokens,completion_tokens,total_tokens,prediction,ground_truth
908,In which era did muckraking journalism led to the widespread introduction of public relations in business?,Gemini 2.5 Flash,0.0,0.0015684,253,597,850,J,E
909,Helium effuses through a pinhole 5.33 times faster than an unknown gas. That gas is most likely,Gemini 2.5 Flash,1.0,0.0023987,129,944,1073,J,J
910,"J.G. Dojahn, et al. (J. Phys. Chem. 100, 9649 (1996)) characterized the potential energy curves of the ground and electronic states of homonuclear diatomic halogen anions. The ground state of $\mathrm{F}_2^{-}$is ${ }^2 \sum_{\mathrm{u}}^{+}$with a fundamental vibrational wavenumber of $450.0 \mathrm{~cm}^{-1}$ and equilibrium internuclear distance of $190.0 \mathrm{pm}$. The first two excited states are at 1.609 and $1.702 \mathrm{eV}$ above the ground state. Compute the standard molar entropy of $\mathrm{F}_2^{-}$at $298 \mathrm{~K}$.",Gemini 2.5 Flash,0.0,0.0333516,497,13281,13778,H,B
911,_______________ is a popular tool used for network analysis in multiprotocol diverse network.,Gemini 2.5 Flash,0.0,0.0014932,119,583,702,I,B
912,"Question 13. A buyer sent a signed letter to a seller that stated: ""Ship 100 boxes of nails at $3 per box, the price quoted in your circular."" The seller mailed the buyer a signed form acknowledgment that agreed to the buyer's terms and stated on the reverse side: ""Disputes regarding quality shall be arbitrated."" The buyer did not reply to the seller's acknowledgment, and the seller shipped the nails. When the buyer received the nails, it found their quality to be unsatisfactory and sued the seller for breach of warranty. The seller has asked an attorney whether the parties' contract requires arbitration of the buyer's claim. What is the best advice the attorney can provide?",Gemini 2.5 Flash,1.0,0.0032029,493,1222,1715,G,G
913,What is the maximum number of phases that can be at equilibrium with each other in a three component mixture?,Gemini 2.5 Flash,1.0,0.0007613,121,290,411,J,J
914,Gas expanding in a gas engine moves a piston in a cylinder and does 2000 ft-lb of work at a constant pressure of 3000 lb/sq ft. How much does the volume change?,Gemini 2.5 Flash,1.0,0.0011664,188,444,632,E,E
915,"As part of an externship program conducted by his law school, a law student went to work for a lawyer as a clerk. After six months, the lawyer was very impressed with the law student's work. He called the law student into his office and told him, ""I know you were only to work for me for six months in exchange for credit in your law school extemship program. However, I'd like you to stay on as a clerk. I'll pay you $25 an hour for any work you do for me between now and the bar exam. In addition, if you put in a minimum of 10 hours per week during that time, I promise to hire you full-time as an associate when you pass the bar exam. "" The attorney then reduced this agreement to writing, which both he and the law student signed. The law student continued to work for the lawyer throughout the rest of his law school career and while he was studying for the bar exam. During that time, the law student always worked a minimum of 10 hours per week. While the law student was awaiting the results of the bar exam, his uncle passed away and left him a large apartment building. The law student decided he did not want to practice law but wanted to spend all of his time managing the apartment building. He told his roommate, a fellow law student who was awaiting his bar results, about his plans and told the roommate he would assign to the roommate the right to be hired by the lawyer as an associate, in exchange for $100. The roommate paid the $100 to the law student, who then executed a written assignment of the right to be hired by the lawyer as an associate. The roommate passed the bar exam, but the lawyer refused to hire him as an associate. Which of the following is the most accurate statement regarding the legal effect of this assignment?",Gemini 2.5 Flash,1.0,0.0017015,780,587,1367,B,B
916,With which of the following relatives is an individual most likely to share a common HLA haplotype?,Gemini 2.5 Flash,1.0,0.0019802,109,779,888,D,D
917,_ refers to a model that can neither model the training data nor generalize to new data.,Gemini 2.5 Flash,1.0,0.0010638,121,411,532,F,F
918,"Which of the following sites has monumental earthworks with concentric ridges in a semicircle that date from around 3,500 years ago?",Gemini 2.5 Flash,1.0,0.0016892,139,659,798,H,H
919,"Holmes Bros, accepted a draft dated July 10 for $326.80 at 5%, payable 90 days after date, (a) How much was paid if Homes Bros, paid it when due? (b) If this draft had been discounted at 5(1/2)% 30 days before maturity and a (1/4)% collection fee was charged, what were the proceeds? (Assume a 360 day year.)",Gemini 2.5 Flash,1.0,0.0025878,326,996,1322,I,I
920,Are the concepts of production possibility frontier and production function different? How?,Gemini 2.5 Flash,1.0,0.0025037,404,953,1357,A,A
921,What single lens is equivalent to a thin converging lens of focal length 6 cm in contact with a thin diverging lens of 10 cm focal length?,Gemini 2.5 Flash,1.0,0.0011245,165,430,595,I,I
922,Which of the following entities is a state?,Gemini 2.5 Flash,1.0,0.0008178,101,315,416,H,H
923,The relative stability of American public policy is achieved largely through,Gemini 2.5 Flash,1.0,0.0015033,136,585,721,C,C
924,A preschool teacher is teaching students to forward roll. Which of the following is a problem most characteristic of preschoolers' forward rolling?,Gemini 2.5 Flash,0.0,0.0032144,148,1268,1416,G,E
925,Identify the antecedent of the following conditional proposition: The Bees win their first game only if either the Aardvarks or the Chipmunks do not win their first games.,Gemini 2.5 Flash,1.0,0.0005245,240,181,421,H,H
926,"At West Elementary School, there are 20 more girls than boys. If there are 180 girls, how can you find the number of boys?",Gemini 2.5 Flash,1.0,0.00111,200,420,620,H,H
927,"Which of the following are valid intervals of convergence for a power series?
(I) [−1, 3)
(II) (−∞, 0]
(III) [2, 2] ∪ [3, 3]
(IV) (−∞,∞)",Gemini 2.5 Flash,1.0,0.0011996,207,455,662,E,E
928,"Estimate the depth to which a water pipe line is to be laid suchthat the water flowing in the pipe does not freeze due to lowtemperatures at the surface. The mean temperature duringcold season is 5°C and minimum temperature goes downto - 10°C and exists for a maximum period of 48 hours. Assume the properties of the earth as k = 0.52 W/m - °K,\rho = 1840 kg/m^3 C_p = 2050 J/kg - °K. Table 1: The Complimentary Error Function erfc (\eta) = 1- {2 / \surd\pi}^\eta\int_oe^-(u)2 du \eta erfc (\eta) \eta erfc (\eta) 0.0 1.0000 1.1 0.11980 0.05 0.9436 1.2 0.08969 0.1 0.8875 1.3 0.06599 0.15 0.8320 1.4 0.04772 0.2 0.7773 1.5 0.03390 0.2S 0.7237 1.6 0.02365 0.3 0.6714 1.7 0.01621 0.35 0.6206 1.8 0.01091 0.4 0.5716 1.9 0.00721 0.45 0.5245 2.0 0.00468 0.5 0.4795 2.1 0.00298 0.55 0.4367 2.2 0.00186 0.6 0.3961 2.3 0.001143 0.65 0.3580 2.4 0.000689 0.7 0.3222 2.5 0.000407 0.75 0.2889 2.6 0.000236 0.8 0.2579 2.7 0.000134 0.85 0.2293 2.8 0.000075 0.9 0.2031 2.9 0.000041 0.95 0.1791 3.0 0.000022 1.00 0.1573",Gemini 2.5 Flash,1.0,0.0040328,776,1520,2296,H,H
929,"Concerning the relationship between morality and theology, Bentham claims that:",Gemini 2.5 Flash,0.0,0.0005501,217,194,411,I,E
930,What temperature on the Centigrade scale correspondsto the common room temperature of 68°F?,Gemini 2.5 Flash,1.0,0.0007197,149,270,419,F,F
931,Gauthier claims that moral agreements that are equally favorable to all parties are desirable because they:,Gemini 2.5 Flash,0.0,0.0009119,148,347,495,H,B
932,"A man entered into a written contract with a nationally famous artist. Their contract provided that the artist would paint a full-color portrait of the man, to be delivered by November 1, in exchange for $15,000. A contractual provision recited that the artist ""guarantees that the quality of the portrait will be fully satisfactory. ""The artist finished the portrait and presented it to the man on November 2. The man looked at the portrait and said, ""This is awful! I really expected better. I'm not paying for this!"" The artist was enraged by the man's reaction, as he felt the finished portrait was one of his best works. Which of the following arguments would be LEAST helpful to the artist in his efforts to recover on a breach of contract theory?",Gemini 2.5 Flash,1.0,0.0062666,372,2462,2834,G,G
933,"Find the number of integers n, 1 ≤ n ≤ 25 such that n^2 + 3n + 2 is divisible by 6.",Gemini 2.5 Flash,0.0,0.0026823,141,1056,1197,I,D
934,In the Jimmy Buffet song 'Margaritaville' what is the singer searching for?,Gemini 2.5 Flash,1.0,0.0002456,127,83,210,C,C
935,"Assume that the charge of the proton is distributed uniformly throughout the volume of a sphere of radius $10^{-13} \mathrm{~cm}$. Use perturbation theory to estimate the shift in the ground-state hydrogen-atom energy due to the finite proton size. The potential energy experienced by the electron when it has penetrated the nucleus and is at distance $r$ from the nuclear center is $-e Q / 4 \pi \varepsilon_0 r$, where $Q$ is the amount of proton charge within the sphere of radius $r$. The evaluation of the integral is simplified by noting that the exponential factor in $\psi$ is essentially equal to 1 within the nucleus.",Gemini 2.5 Flash,0.0,0.0309048,366,12318,12684,\text{C},C
936,Parasympathetic preganglionic axons leave the CNS with the,Gemini 2.5 Flash,1.0,0.0009193,131,352,483,G,G
937,An electromagnetic wave of40KHzis radiated by an antennato reach a point 60 Km away from it. Find the time takenby this wave to reach the point.,Gemini 2.5 Flash,1.0,0.0013223,166,509,675,I,I
938,Which of the following geometries corresponds to a substance that has five sigma bonds and one nonbonding pair of electrons?,Gemini 2.5 Flash,1.0,0.0007475,125,284,409,G,G
939,"A 38-year-old man with Down syndrome and severe mental retardation is brought to the emergency department by ambulance because of increasing lethargy for the past several hours. The patient is noncommunicative and you are unable to obtain an initial history of his present illness or a past medical history. You do not know if he takes any medications. Vital signs are temperature 38.3°C (100.9°F), pulse 90/min, respirations 19/min, and blood pressure 120/60 mm Hg. On physical examination the patient is awake but lethargic. Auscultation of the chest discloses clear lungs; cardiac examination discloses a systolic click. Neurologic examination shows decreased muscle tone. Serum electrolyte concentrations are normal. Complete blood count shows a leukocyte count of 18,000/mm3 with 23% band neutrophils. The patient's caregiver, who is also the patient's guardian, cannot be located and staff at the group home where the patient resides cannot be reached by telephone. The patient refuses lumbar puncture for examination of cerebrospinal fluid. Toxicologic screening of the urine is negative. Which of the following is the most appropriate next step?",Gemini 2.5 Flash,1.0,0.0025614,388,978,1366,I,I
940,"A well-established paper mill and a logging company signed a written contract in which the mill agreed to buy from the company all the logs the mill would need for one year. The company was unable to keep up with the mill's needs, and its log deliveries fell short by 10% to 15% in each of the four quarters of the year. The mill paid the company on time for all delivered logs. The mill paid an attorney $2,000 for advice concerning its options in enforcing the contract. It paid a broker a reasonable fee of $5,000 to find additional logs to make up for the company's shortfall. The mill also incurred reasonable costs of $25,000 to transport the additional logs to its facility. Despite the mill's efforts to mitigate damages, it sustained $200,000 in losses because of the company's failure to timely deliver enough logs. The mill has sued the company for breach of contract. If the court finds for the mill, how much should it award in damages?",Gemini 2.5 Flash,1.0,0.001028,410,362,772,F,F
